Transaction Date,Transaction Time,Product,Quantity,Total Price
2024-04-16,08:04:00,Spanish Latte,1,160
2024-04-16,19:47:00,Classic Chocolate,4,600
2024-04-16,21:31:00,Classic Chocolate,1,150
2024-04-16,01:12:00,Biscoff Latte,4,640
2024-04-16,19:13:00,Hazelnut Mocha Macchiato,2,320
2024-04-16,19:34:00,White Chocolate Chip Frappe,1,170
2024-04-16,02:58:00,Matcha,1,150
2024-04-17,12:27:00,Cookies & Cream Frappe,3,510
2024-04-17,08:12:00,Strawberries & Cream,2,320
2024-04-17,17:16:00,Peach Mango Frappe,2,320
2024-04-17,18:49:00,Savory Bites,3,315
2024-04-17,11:37:00,White Chocolate Mocha,3,480
2024-04-17,14:45:00,Matcha Frappe,4,640
2024-04-17,16:18:00,Caramel Macchiato,2,320
2024-04-17,14:53:00,Chocolate Frappe,3,480
2024-04-17,06:23:00,Biscoff Cream,4,680
2024-04-17,17:18:00,Salted Caramel Latte,1,160
2024-04-17,03:02:00,Chicken or Beef Quesadilla Whole,2,400
2024-04-17,14:29:00,Chocolate Frappe,4,640
2024-04-17,07:46:00,Hazelnut Mocha Macchiato,1,160
2024-04-17,19:27:00,Peach Mango Frappe,3,480
2024-04-17,09:54:00,Mocha,2,320
2024-04-17,02:52:00,Strawberries & Cream,1,160
2024-04-17,19:38:00,Hazelnut Mocha Macchiato,2,320
2024-04-17,09:07:00,Chicken or Beef Quesadilla Half,1,110
2024-04-17,15:13:00,White Chocolate Mocha,3,480
2024-04-17,04:44:00,White Chocolate Mocha,2,320
2024-04-17,11:25:00,Peach Mango Frappe,4,640
2024-04-17,23:26:00,Spanish Latte,3,480
2024-04-17,21:47:00,Chicken or Beef Quesadilla Half,3,330
2024-04-17,19:49:00,Spanish Latte,1,160
2024-04-17,15:46:00,Matcha,2,300
2024-04-17,09:25:00,Matcha Frappuccino,4,640
2024-04-17,13:46:00,Sausage,4,420
2024-04-18,18:55:00,Cookies & Cream Frappe,4,680
2024-04-18,18:02:00,Coffee Jelly Frappuccino,3,510
2024-04-18,11:08:00,Bap's Coffee Signature,3,480
2024-04-18,22:15:00,Mocha,2,320
2024-04-18,17:38:00,Salted Caramel Latte,3,480
2024-04-18,03:56:00,Latte,4,580
2024-04-18,04:42:00,Hazelnut Mocha Macchiato,1,160
2024-04-18,07:43:00,Creamy Chicken Pesto,2,340
2024-04-18,02:51:00,Hazelnut Mocha Macchiato,3,480
2024-04-18,22:01:00,Spanish Latte,1,160
2024-04-18,11:29:00,Nachos (for sharing),3,585
2024-04-18,23:32:00,Strawberries & Cream,4,640
2024-04-18,00:02:00,Bap's Platter (for sharing),4,1160
2024-04-18,01:55:00,Chicken or Beef Quesadilla Whole,2,400
2024-04-18,18:38:00,Choose Any Two,1,190
2024-04-18,11:02:00,Biscoff (Coffee or None),2,340
2024-04-18,22:38:00,Matcha,3,450
2024-04-18,17:30:00,White Chocolate Mocha,3,480
2024-04-18,06:26:00,Mocha,2,320
2024-04-18,23:04:00,Classic Chocolate,2,300
2024-04-18,05:51:00,Biscoff (Coffee or None),1,170
2024-04-18,21:19:00,Bap's Platter (for sharing),2,580
2024-04-18,17:04:00,Classic Chocolate,2,300
2024-04-18,20:59:00,Black Tea Strawberry Peach,2,280
2024-04-18,18:41:00,Mojos,2,210
2024-04-18,12:44:00,Hazelnut Mocha Macchiato,1,160
2024-04-18,06:31:00,Matcha,3,450
2024-04-18,20:32:00,Cappuccino,1,145
2024-04-19,18:37:00,Peach Mango Frappe,1,160
2024-04-19,09:56:00,Cookies & Cream Frappe,1,170
2024-04-19,04:50:00,Coffee Jelly Frappuccino,1,170
2024-04-19,05:05:00,Biscoff Cream,2,340
2024-04-19,14:07:00,Strawberries & Cream,2,320
2024-04-19,19:15:00,Cappuccino,1,145
2024-04-19,14:21:00,Chicken or Beef Quesadilla Half,2,220
2024-04-19,16:38:00,Strawberries & Cream,1,160
2024-04-19,18:12:00,Caramel Macchiato,4,640
2024-04-19,13:38:00,Biscoff Cream,1,170
2024-04-19,11:48:00,Bap's Coffee Signature,2,320
2024-04-19,04:24:00,Cappuccino,3,435
2024-04-19,13:51:00,Coffee Jelly Frappuccino,2,340
2024-04-19,11:13:00,Coffee Jelly Frappuccino,3,510
2024-04-19,04:10:00,Mojos,2,210
2024-04-19,08:49:00,Nachos (for sharing),3,585
2024-04-19,14:54:00,Americano,1,110
2024-04-19,03:35:00,Americano,4,440
2024-04-19,02:04:00,Salted Caramel Latte,2,320
2024-04-19,00:58:00,Creamy Chicken Pesto,4,680
2024-04-19,04:43:00,Nachos (for sharing),2,390
2024-04-19,05:17:00,White Chocolate Mocha,4,640
2024-04-19,14:33:00,Chicken or Beef Quesadilla Half,4,440
2024-04-20,17:21:00,Classic Chocolate,2,300
2024-04-20,01:52:00,Classic Chocolate,1,150
2024-04-20,18:22:00,Strawberries & Cream,2,320
2024-04-20,20:05:00,White Chocolate Chip Frappe,3,510
2024-04-20,12:41:00,Sausage,2,210
2024-04-20,01:10:00,Salted Caramel Latte,4,640
2024-04-20,21:59:00,Matcha Frappe,2,320
2024-04-20,03:12:00,Coffee Jelly Frappuccino,4,680
2024-04-20,15:16:00,Mojos,2,210
2024-04-20,08:40:00,Matcha,3,450
2024-04-20,22:01:00,White Hot Chocolate,3,450
2024-04-20,19:11:00,White Chocolate Mocha,4,640
2024-04-20,23:54:00,Biscoff (Coffee or None),2,340
2024-04-20,18:08:00,Mocha,2,320
2024-04-20,23:27:00,Biscoff (Coffee or None),3,510
2024-04-20,01:22:00,Hazelnut Mocha Macchiato,2,320
2024-04-20,09:33:00,Chicken or Beef Quesadilla Whole,2,400
2024-04-20,07:38:00,Mojos,4,420
2024-04-20,07:04:00,Mojos,2,210
2024-04-20,19:41:00,Chicken or Beef Quesadilla Half,4,440
2024-04-20,02:01:00,Matcha Frappe,1,160
2024-04-20,07:50:00,Matcha,1,150
2024-04-20,18:53:00,Black Tea Strawberry Peach,4,560
2024-04-20,09:28:00,Coffee Jelly Frappuccino,4,680
2024-04-20,18:57:00,Chicken or Beef Quesadilla Half,1,110
2024-04-20,13:39:00,Americano,1,110
2024-04-21,02:58:00,Americano,1,110
2024-04-21,13:08:00,Creamy Chicken Pesto,1,170
2024-04-21,08:11:00,Biscoff Cream,3,510
2024-04-21,14:07:00,Lasagna,4,680
2024-04-21,09:45:00,Americano,4,440
2024-04-21,08:54:00,Strawberries & Cream,3,480
2024-04-21,01:47:00,Hazelnut Mocha Macchiato,3,480
2024-04-21,13:33:00,Chicken or Beef Quesadilla Half,1,110
2024-04-21,20:29:00,Salted Caramel Latte,2,320
2024-04-21,05:26:00,Biscoff Cream,4,680
2024-04-21,00:01:00,Chocolate Frappe,2,320
2024-04-21,08:04:00,Strawberries & Cream,4,640
2024-04-21,19:33:00,White Chocolate Mocha,4,640
2024-04-21,02:08:00,Cookies & Cream Frappe,2,340
2024-04-21,03:30:00,White Chocolate Mocha,2,320
2024-04-22,21:42:00,Nachos (for sharing),3,585
2024-04-22,07:40:00,Lasagna,3,510
2024-04-22,17:47:00,Black Tea Strawberry Peach,3,420
2024-04-22,18:40:00,Lasagna,3,510
2024-04-22,03:04:00,Creamy Chicken Pesto,1,170
2024-04-22,14:07:00,Cappuccino,3,435
2024-04-22,22:37:00,Biscoff Cream,1,170
2024-04-22,01:18:00,Lasagna,3,510
2024-04-22,06:52:00,White Chocolate Chip Frappe,2,340
2024-04-22,02:48:00,Nachos (for sharing),1,195
2024-04-22,09:42:00,White Chocolate Chip Frappe,3,510
2024-04-22,04:46:00,Bap's Platter (for sharing),2,580
2024-04-22,10:16:00,Hazelnut Mocha Macchiato,1,160
2024-04-22,20:03:00,Matcha,4,600
2024-04-22,18:46:00,White Chocolate Mocha,2,320
2024-04-23,03:45:00,Lasagna,2,340
2024-04-23,02:05:00,Matcha Frappuccino,4,640
2024-04-23,18:40:00,Strawberries & Cream,2,320
2024-04-23,00:55:00,White Hot Chocolate,4,600
2024-04-23,09:33:00,Bap's Platter (for sharing),3,870
2024-04-23,03:06:00,Savory Bites,2,210
2024-04-23,10:38:00,Cappuccino,4,580
2024-04-23,00:12:00,Hazelnut Mocha Macchiato,3,480
2024-04-23,20:38:00,Peach Mango Frappe,4,640
2024-04-23,07:26:00,Coffee Jelly Frappuccino,2,340
2024-04-23,11:54:00,Nachos (for sharing),2,390
2024-04-23,01:40:00,Peach Mango Frappe,4,640
2024-04-23,06:05:00,Biscoff (Coffee or None),4,680
2024-04-23,10:56:00,Nachos (for sharing),4,780
2024-04-23,22:55:00,Cappuccino,1,145
2024-04-23,13:55:00,Biscoff (Coffee or None),1,170
2024-04-24,02:47:00,Sausage,2,210
2024-04-24,22:44:00,Spanish Latte,1,160
2024-04-24,11:34:00,Matcha Frappe,1,160
2024-04-24,09:45:00,Biscoff (Coffee or None),1,170
2024-04-24,04:33:00,Strawberries & Cream,2,320
2024-04-24,01:40:00,Cookies & Cream Frappe,1,170
2024-04-24,01:12:00,Matcha Frappe,2,320
2024-04-24,12:14:00,Mojos,4,420
2024-04-24,16:58:00,Matcha Frappe,4,640
2024-04-24,20:28:00,Bap's Coffee Signature,3,480
2024-04-24,16:27:00,Creamy Chicken Pesto,1,170
2024-04-24,14:17:00,Chocolate Frappe,4,640
2024-04-24,12:08:00,Lasagna,2,340
2024-04-24,01:31:00,Lasagna,1,170
2024-04-24,19:14:00,Matcha Frappe,2,320
2024-04-24,13:29:00,Nachos (for sharing),3,585
2024-04-24,09:47:00,Strawberries & Cream,1,160
2024-04-24,17:52:00,Latte,3,435
2024-04-24,22:58:00,Lasagna,4,680
2024-04-24,17:49:00,Hazelnut Mocha Macchiato,2,320
2024-04-24,06:47:00,Biscoff Cream,1,170
2024-04-24,09:20:00,Americano,1,110
2024-04-24,19:01:00,Biscoff Latte,4,640
2024-04-24,07:21:00,Biscoff Cream,4,680
2024-04-24,08:06:00,Mojos,4,420
2024-04-24,02:27:00,White Chocolate Mocha,4,640
2024-04-25,13:30:00,Matcha,2,300
2024-04-25,22:37:00,Lasagna,3,510
2024-04-25,08:57:00,Nachos (for sharing),1,195
2024-04-25,16:02:00,Cookies & Cream Frappe,4,680
2024-04-25,07:38:00,Salted Caramel Latte,2,320
2024-04-25,10:19:00,Matcha,2,300
2024-04-25,12:09:00,White Hot Chocolate,4,600
2024-04-25,13:00:00,Nachos (for sharing),2,390
2024-04-25,14:53:00,Biscoff (Coffee or None),2,340
2024-04-25,11:00:00,Lasagna,4,680
2024-04-25,12:25:00,Cappuccino,1,145
2024-04-25,18:22:00,White Chocolate Chip Frappe,1,170
2024-04-25,22:40:00,White Chocolate Chip Frappe,2,340
2024-04-25,09:55:00,Cappuccino,4,580
2024-04-25,20:06:00,Latte,4,580
2024-04-25,01:17:00,Cappuccino,4,580
2024-04-26,03:57:00,Chicken or Beef Quesadilla Half,2,220
2024-04-26,20:15:00,Classic Chocolate,4,600
2024-04-26,17:21:00,Coffee Jelly Frappuccino,4,680
2024-04-26,23:16:00,Sausage,3,315
2024-04-26,07:59:00,Hazelnut Mocha Macchiato,4,640
2024-04-26,01:23:00,Chocolate Frappe,3,480
2024-04-26,07:22:00,Hazelnut Mocha Macchiato,1,160
2024-04-26,02:22:00,Spanish Latte,4,640
2024-04-26,06:17:00,Latte,1,145
2024-04-26,21:56:00,White Chocolate Chip Frappe,1,170
2024-04-26,23:30:00,Black Tea Strawberry Peach,1,140
2024-04-26,08:48:00,White Chocolate Mocha,2,320
2024-04-26,13:59:00,Matcha Frappuccino,1,160
2024-04-26,07:01:00,Spanish Latte,4,640
2024-04-26,14:52:00,Biscoff (Coffee or None),3,510
2024-04-26,17:17:00,Matcha,2,300
2024-04-26,06:03:00,White Hot Chocolate,3,450
2024-04-26,19:52:00,Chicken or Beef Quesadilla Half,2,220
2024-04-26,16:02:00,Strawberries & Cream,2,320
2024-04-26,14:42:00,Choose Any Two,1,190
2024-04-26,14:30:00,White Hot Chocolate,4,600
2024-04-26,14:25:00,Classic Chocolate,2,300
2024-04-26,03:33:00,Matcha Frappuccino,1,160
2024-04-26,14:09:00,Salted Caramel Latte,1,160
2024-04-26,10:41:00,Chocolate Frappe,4,640
2024-04-26,05:29:00,Strawberries & Cream,2,320
2024-04-26,06:31:00,White Chocolate Mocha,1,160
2024-04-26,14:54:00,Spanish Latte,4,640
2024-04-27,08:39:00,Cappuccino,2,290
2024-04-27,10:35:00,Spanish Latte,1,160
2024-04-27,07:48:00,Biscoff Latte,4,640
2024-04-27,13:23:00,Mocha,1,160
2024-04-27,04:12:00,White Hot Chocolate,2,300
2024-04-27,14:13:00,Matcha Frappuccino,1,160
2024-04-27,11:18:00,Sausage,4,420
2024-04-27,14:14:00,Biscoff (Coffee or None),3,510
2024-04-27,19:12:00,Bap's Coffee Signature,2,320
2024-04-27,09:15:00,Coffee Jelly Frappuccino,2,340
2024-04-27,17:54:00,White Chocolate Mocha,2,320
2024-04-27,04:25:00,Biscoff (Coffee or None),4,680
2024-04-27,21:11:00,Mocha,2,320
2024-04-27,00:56:00,Matcha Frappuccino,2,320
2024-04-27,13:20:00,Biscoff (Coffee or None),3,510
2024-04-27,12:11:00,Matcha Frappe,1,160
2024-04-27,22:01:00,Bap's Platter (for sharing),3,870
2024-04-27,01:49:00,Biscoff Latte,1,160
2024-04-28,00:24:00,Bap's Platter (for sharing),3,870
2024-04-28,12:17:00,White Chocolate Chip Frappe,1,170
2024-04-28,07:56:00,White Chocolate Chip Frappe,3,510
2024-04-28,20:55:00,Hazelnut Mocha Macchiato,1,160
2024-04-28,04:17:00,Matcha Frappuccino,2,320
2024-04-28,03:48:00,Nachos (for sharing),2,390
2024-04-28,07:14:00,Cookies & Cream Frappe,2,340
2024-04-28,10:21:00,Matcha Frappe,2,320
2024-04-28,09:43:00,Biscoff (Coffee or None),1,170
2024-04-28,05:08:00,Sausage,2,210
2024-04-28,07:15:00,White Chocolate Chip Frappe,1,170
2024-04-28,03:13:00,Spanish Latte,2,320
2024-04-28,19:47:00,Lasagna,1,170
2024-04-28,17:45:00,Classic Chocolate,3,450
2024-04-28,12:20:00,Matcha Frappe,2,320
2024-04-28,15:53:00,Chocolate Frappe,3,480
2024-04-28,13:52:00,Biscoff Cream,4,680
2024-04-28,09:05:00,Biscoff (Coffee or None),1,170
2024-04-28,00:56:00,Mocha,4,640
2024-04-28,23:53:00,Caramel Macchiato,2,320
2024-04-28,22:42:00,Classic Chocolate,1,150
2024-04-28,01:29:00,Latte,4,580
2024-04-28,14:57:00,White Hot Chocolate,3,450
2024-04-28,09:53:00,Savory Bites,1,105
2024-04-28,16:11:00,Coffee Jelly Frappuccino,2,340
2024-04-28,04:41:00,Hazelnut Mocha Macchiato,2,320
2024-04-28,20:27:00,Biscoff (Coffee or None),4,680
2024-04-28,15:35:00,White Chocolate Chip Frappe,2,340
2024-04-28,09:03:00,Bap's Coffee Signature,3,480
2024-04-29,22:33:00,Classic Chocolate,4,600
2024-04-29,19:52:00,Classic Chocolate,1,150
2024-04-29,23:05:00,Black Tea Strawberry Peach,4,560
2024-04-29,17:43:00,Hazelnut Mocha Macchiato,4,640
2024-04-29,22:58:00,Bap's Platter (for sharing),3,870
2024-04-29,11:49:00,Black Tea Strawberry Peach,1,140
2024-04-29,00:10:00,Salted Caramel Latte,4,640
2024-04-29,15:56:00,Lasagna,1,170
2024-04-29,20:44:00,White Chocolate Chip Frappe,1,170
2024-04-29,07:40:00,Creamy Chicken Pesto,3,510
2024-04-29,16:29:00,Biscoff Cream,1,170
2024-04-29,10:15:00,Salted Caramel Latte,4,640
2024-04-29,13:40:00,Choose Any Two,2,380
2024-04-29,04:59:00,Peach Mango Frappe,4,640
2024-04-30,08:43:00,Nachos (for sharing),1,195
2024-04-30,22:15:00,Savory Bites,3,315
2024-04-30,08:01:00,Caramel Macchiato,2,320
2024-04-30,10:14:00,Chicken or Beef Quesadilla Half,2,220
2024-04-30,18:18:00,Matcha,2,300
2024-04-30,20:04:00,Salted Caramel Latte,1,160
2024-04-30,18:48:00,Hazelnut Mocha Macchiato,4,640
2024-04-30,06:16:00,Biscoff Latte,3,480
2024-04-30,03:40:00,Black Tea Strawberry Peach,3,420
2024-04-30,23:39:00,Biscoff Latte,2,320
2024-04-30,14:22:00,Salted Caramel Latte,2,320
2024-04-30,13:23:00,Biscoff Cream,1,170
2024-04-30,16:11:00,White Chocolate Chip Frappe,2,340
2024-04-30,09:32:00,Latte,1,145
2024-05-01,18:06:00,Chicken or Beef Quesadilla Whole,1,200
2024-05-01,01:44:00,Chicken or Beef Quesadilla Half,2,220
2024-05-01,21:18:00,Salted Caramel Latte,1,160
2024-05-01,17:31:00,Black Tea Strawberry Peach,2,280
2024-05-01,09:47:00,Biscoff Cream,4,680
2024-05-01,14:25:00,Caramel Macchiato,2,320
2024-05-01,19:50:00,Americano,4,440
2024-05-01,06:07:00,Lasagna,3,510
2024-05-01,14:15:00,Creamy Chicken Pesto,3,510
2024-05-01,09:20:00,Lasagna,2,340
2024-05-01,19:33:00,White Chocolate Chip Frappe,4,680
2024-05-01,13:55:00,Bap's Coffee Signature,3,480
2024-05-01,14:57:00,White Chocolate Chip Frappe,1,170
2024-05-01,04:06:00,Biscoff (Coffee or None),2,340
2024-05-01,21:02:00,Choose Any Two,3,570
2024-05-01,11:28:00,Chicken or Beef Quesadilla Half,4,440
2024-05-01,18:23:00,Lasagna,1,170
2024-05-01,15:10:00,Classic Chocolate,3,450
2024-05-01,15:59:00,Salted Caramel Latte,2,320
2024-05-01,11:46:00,Sausage,2,210
2024-05-01,18:57:00,Coffee Jelly Frappuccino,1,170
2024-05-01,22:14:00,White Hot Chocolate,1,150
2024-05-01,17:47:00,Salted Caramel Latte,3,480
2024-05-01,21:09:00,White Chocolate Chip Frappe,1,170
2024-05-01,03:26:00,Cookies & Cream Frappe,3,510
2024-05-01,08:47:00,Savory Bites,1,105
2024-05-01,19:28:00,Matcha Frappuccino,2,320
2024-05-02,06:42:00,Classic Chocolate,2,300
2024-05-02,03:25:00,Matcha Frappe,2,320
2024-05-02,13:39:00,Cookies & Cream Frappe,3,510
2024-05-02,07:07:00,Hazelnut Mocha Macchiato,1,160
2024-05-02,09:05:00,Salted Caramel Latte,2,320
2024-05-02,00:54:00,Caramel Macchiato,2,320
2024-05-02,00:41:00,Bap's Platter (for sharing),1,290
2024-05-02,03:50:00,Classic Chocolate,1,150
2024-05-02,23:01:00,Biscoff Latte,3,480
2024-05-02,06:31:00,Matcha Frappuccino,1,160
2024-05-02,14:40:00,Savory Bites,3,315
2024-05-02,01:24:00,Matcha,2,300
2024-05-02,00:48:00,Matcha Frappuccino,1,160
2024-05-02,01:08:00,Strawberries & Cream,2,320
2024-05-03,22:09:00,Chocolate Frappe,1,160
2024-05-03,16:55:00,Classic Chocolate,1,150
2024-05-03,23:21:00,Mojos,4,420
2024-05-03,01:34:00,Biscoff Latte,2,320
2024-05-03,18:14:00,Americano,2,220
2024-05-03,01:31:00,Creamy Chicken Pesto,3,510
2024-05-03,21:01:00,Biscoff Cream,3,510
2024-05-03,08:05:00,Cookies & Cream Frappe,2,340
2024-05-03,02:35:00,Peach Mango Frappe,1,160
2024-05-03,18:00:00,Matcha Frappuccino,1,160
2024-05-03,23:27:00,Chocolate Frappe,1,160
2024-05-03,03:56:00,Americano,3,330
2024-05-03,20:50:00,Matcha Frappuccino,1,160
2024-05-03,19:36:00,Latte,3,435
2024-05-03,11:23:00,Cookies & Cream Frappe,1,170
2024-05-03,20:07:00,Chicken or Beef Quesadilla Half,3,330
2024-05-03,20:21:00,White Chocolate Chip Frappe,3,510
2024-05-03,03:20:00,Classic Chocolate,1,150
2024-05-03,04:34:00,Cappuccino,3,435
2024-05-03,19:01:00,Hazelnut Mocha Macchiato,3,480
2024-05-03,05:28:00,Cookies & Cream Frappe,1,170
2024-05-03,15:42:00,Creamy Chicken Pesto,2,340
2024-05-03,13:56:00,Chocolate Frappe,3,480
2024-05-03,23:16:00,Matcha Frappe,2,320
2024-05-03,18:24:00,Hazelnut Mocha Macchiato,3,480
2024-05-03,03:23:00,Salted Caramel Latte,4,640
2024-05-03,04:44:00,Biscoff (Coffee or None),1,170
2024-05-03,05:06:00,Salted Caramel Latte,4,640
2024-05-03,19:29:00,Matcha,2,300
2024-05-04,20:33:00,White Hot Chocolate,1,150
2024-05-04,05:43:00,Sausage,3,315
2024-05-04,21:42:00,Chicken or Beef Quesadilla Whole,1,200
2024-05-04,22:38:00,Americano,4,440
2024-05-04,04:30:00,Bap's Coffee Signature,4,640
2024-05-04,06:58:00,Biscoff (Coffee or None),2,340
2024-05-04,20:34:00,Creamy Chicken Pesto,1,170
2024-05-04,22:24:00,White Hot Chocolate,1,150
2024-05-04,17:50:00,Americano,3,330
2024-05-04,15:57:00,Bap's Platter (for sharing),3,870
2024-05-04,19:29:00,Coffee Jelly Frappuccino,4,680
2024-05-04,17:30:00,Bap's Platter (for sharing),4,1160
2024-05-04,11:18:00,Matcha Frappe,1,160
2024-05-04,18:25:00,Mojos,4,420
2024-05-04,13:41:00,Mocha,3,480
2024-05-04,15:31:00,Chicken or Beef Quesadilla Half,2,220
2024-05-04,11:52:00,Bap's Coffee Signature,2,320
2024-05-04,21:18:00,Mocha,3,480
2024-05-04,09:53:00,Chicken or Beef Quesadilla Whole,1,200
2024-05-04,02:37:00,Matcha,4,600
2024-05-04,15:59:00,Cookies & Cream Frappe,1,170
2024-05-04,20:27:00,Savory Bites,2,210
2024-05-04,19:33:00,Matcha,3,450
2024-05-04,13:35:00,White Chocolate Chip Frappe,4,680
2024-05-04,01:27:00,Salted Caramel Latte,1,160
2024-05-04,19:18:00,Americano,1,110
2024-05-04,02:19:00,Choose Any Two,2,380
2024-05-04,02:57:00,Caramel Macchiato,2,320
2024-05-05,10:57:00,White Hot Chocolate,2,300
2024-05-05,07:42:00,Biscoff Latte,2,320
2024-05-05,20:19:00,Strawberries & Cream,3,480
2024-05-05,21:15:00,Choose Any Two,3,570
2024-05-05,11:49:00,Chicken or Beef Quesadilla Half,2,220
2024-05-05,09:15:00,Chicken or Beef Quesadilla Half,3,330
2024-05-05,05:25:00,Matcha,2,300
2024-05-05,08:34:00,Bap's Platter (for sharing),2,580
2024-05-05,01:13:00,Coffee Jelly Frappuccino,3,510
2024-05-05,08:28:00,Latte,4,580
2024-05-05,11:27:00,Mojos,1,105
2024-05-05,21:32:00,Hazelnut Mocha Macchiato,4,640
2024-05-05,17:07:00,Cappuccino,2,290
2024-05-05,17:55:00,Biscoff (Coffee or None),2,340
2024-05-05,05:24:00,Chocolate Frappe,4,640
2024-05-06,11:56:00,Bap's Coffee Signature,3,480
2024-05-06,08:55:00,Matcha Frappuccino,2,320
2024-05-06,02:31:00,Salted Caramel Latte,3,480
2024-05-06,04:18:00,Chicken or Beef Quesadilla Whole,4,800
2024-05-06,17:59:00,Chicken or Beef Quesadilla Whole,4,800
2024-05-06,21:59:00,Peach Mango Frappe,1,160
2024-05-06,13:33:00,Salted Caramel Latte,2,320
2024-05-06,11:06:00,Classic Chocolate,2,300
2024-05-06,21:04:00,Strawberries & Cream,3,480
2024-05-06,12:49:00,Strawberries & Cream,1,160
2024-05-06,02:59:00,Classic Chocolate,2,300
2024-05-06,02:50:00,Savory Bites,3,315
2024-05-06,08:53:00,Lasagna,3,510
2024-05-06,03:46:00,Latte,4,580
2024-05-06,12:07:00,White Hot Chocolate,1,150
2024-05-06,17:16:00,Cookies & Cream Frappe,1,170
2024-05-06,19:03:00,White Hot Chocolate,2,300
2024-05-06,18:00:00,Nachos (for sharing),4,780
2024-05-06,10:39:00,Biscoff Cream,1,170
2024-05-07,08:36:00,Latte,2,290
2024-05-07,13:58:00,Spanish Latte,1,160
2024-05-07,18:59:00,Biscoff Latte,2,320
2024-05-07,09:02:00,Latte,3,435
2024-05-07,18:09:00,Hazelnut Mocha Macchiato,2,320
2024-05-07,08:51:00,Bap's Platter (for sharing),1,290
2024-05-07,07:43:00,Chicken or Beef Quesadilla Half,1,110
2024-05-07,11:50:00,White Hot Chocolate,3,450
2024-05-07,06:34:00,Strawberries & Cream,2,320
2024-05-07,18:34:00,White Chocolate Chip Frappe,2,340
2024-05-07,19:49:00,White Chocolate Mocha,2,320
2024-05-07,22:38:00,Coffee Jelly Frappuccino,4,680
2024-05-08,00:48:00,Mojos,4,420
2024-05-08,21:02:00,Nachos (for sharing),1,195
2024-05-08,19:49:00,Matcha Frappe,2,320
2024-05-08,07:58:00,Sausage,4,420
2024-05-08,11:21:00,Biscoff Latte,3,480
2024-05-08,01:26:00,Matcha Frappe,1,160
2024-05-08,13:41:00,Biscoff Cream,2,340
2024-05-08,08:33:00,Chicken or Beef Quesadilla Whole,2,400
2024-05-08,11:20:00,Classic Chocolate,4,600
2024-05-08,23:18:00,Caramel Macchiato,4,640
2024-05-08,20:12:00,Cookies & Cream Frappe,3,510
2024-05-08,22:17:00,Sausage,1,105
2024-05-08,02:07:00,Creamy Chicken Pesto,3,510
2024-05-08,07:50:00,Caramel Macchiato,4,640
2024-05-08,03:43:00,Chicken or Beef Quesadilla Half,2,220
2024-05-08,19:30:00,Choose Any Two,1,190
2024-05-08,03:01:00,Mojos,1,105
2024-05-08,14:53:00,Salted Caramel Latte,3,480
2024-05-08,06:11:00,Mojos,3,315
2024-05-08,20:26:00,Nachos (for sharing),3,585
2024-05-08,00:20:00,Nachos (for sharing),3,585
2024-05-08,18:45:00,Choose Any Two,2,380
2024-05-08,10:02:00,Cappuccino,4,580
2024-05-08,18:54:00,Spanish Latte,2,320
2024-05-08,07:26:00,Americano,3,330
2024-05-08,11:10:00,Chicken or Beef Quesadilla Whole,4,800
2024-05-09,04:40:00,Americano,3,330
2024-05-09,11:42:00,Cookies & Cream Frappe,3,510
2024-05-09,03:29:00,Cappuccino,2,290
2024-05-09,09:40:00,Biscoff Latte,1,160
2024-05-09,20:11:00,Cappuccino,2,290
2024-05-09,00:09:00,Choose Any Two,2,380
2024-05-09,11:15:00,White Hot Chocolate,2,300
2024-05-09,00:48:00,Matcha Frappuccino,3,480
2024-05-09,16:47:00,White Chocolate Mocha,1,160
2024-05-09,16:09:00,Latte,1,145
2024-05-09,16:44:00,Lasagna,2,340
2024-05-09,21:24:00,Lasagna,2,340
2024-05-09,02:02:00,Black Tea Strawberry Peach,4,560
2024-05-09,04:18:00,Americano,4,440
2024-05-09,08:44:00,Choose Any Two,4,760
2024-05-09,22:14:00,Biscoff Cream,3,510
2024-05-10,18:33:00,Creamy Chicken Pesto,2,340
2024-05-10,07:35:00,Peach Mango Frappe,4,640
2024-05-10,10:28:00,Nachos (for sharing),3,585
2024-05-10,03:19:00,Matcha Frappuccino,3,480
2024-05-10,04:07:00,Matcha Frappuccino,4,640
2024-05-10,18:01:00,Mocha,2,320
2024-05-10,21:12:00,Choose Any Two,1,190
2024-05-10,21:34:00,Bap's Coffee Signature,2,320
2024-05-10,23:37:00,Lasagna,1,170
2024-05-10,18:27:00,Biscoff Cream,1,170
2024-05-10,13:58:00,Coffee Jelly Frappuccino,3,510
2024-05-11,14:07:00,Mojos,2,210
2024-05-11,07:11:00,Savory Bites,2,210
2024-05-11,00:13:00,Choose Any Two,1,190
2024-05-11,18:16:00,Nachos (for sharing),1,195
2024-05-11,03:35:00,Creamy Chicken Pesto,1,170
2024-05-11,16:27:00,Lasagna,4,680
2024-05-11,12:06:00,Mocha,1,160
2024-05-11,09:13:00,Caramel Macchiato,3,480
2024-05-11,18:01:00,Creamy Chicken Pesto,2,340
2024-05-11,08:56:00,Cappuccino,1,145
2024-05-11,19:12:00,Creamy Chicken Pesto,3,510
2024-05-11,15:47:00,Biscoff Latte,1,160
2024-05-11,00:05:00,Latte,1,145
2024-05-11,09:24:00,White Chocolate Mocha,2,320
